label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
T,0.24650172462415457,0.3758164102108634,1.9806062707047474e-07,0.3439686551465461,0.42210959519573193,0.0020802203872134573,0.41259664881169494,0.43135625678091194,-0.022129930654100738,0.45863056751950904,0.4504034126823272,-0.05452769844975304,0.49368324456502444,0.4684388321548251,-0.08710580558782846,0.4779690207548477,0.2744348600282142,-0.03239702899476991,0.5672993553643251,0.30184137551628765,-0.07343428555744977,0.6293637370643903,0.30283005842611416,-0.10062602147385104,0.6791273749353898,0.2988903696962337,-0.11944885106392242,0.4469601901332338,0.24761734161544685,-0.05985634195520051,0.5150421761987197,0.38251815039907866,-0.10621632291144462,0.47104566121221186,0.4294217970203515,-0.11124893042010878,0.43665179041162805,0.42320277927508904,-0.10887353590235638,0.4065545580944224,0.2542762879151196,-0.08815772097613943,0.4674789427812375,0.39144646282771123,-0.1286576931650315,0.4263483432669136,0.42645648631019206,-0.11231640692631803,0.3968841641692061,0.4103503923619812,-0.09555557227913458,0.36352034017967816,0.28256251943770366,-0.11766083400003874,0.40886976191745933,0.3885312529664543,-0.13763129168269622,0.38643707057938503,0.41995334655196226,-0.12020761205173618,0.3637044883553107,0.40663289859067253,-0.10447100808273009
T,0.7803712558101963,0.9570811922485764,-3.0167217415522384e-07,0.6940681074116681,0.8885456645810926,-0.005622759198839147,0.6479463651373579,0.8108872813147467,-0.022616136995320384,0.6173347862991126,0.7588624644923855,-0.04606830675054241,0.5917014718055725,0.717809049181036,-0.06916446325344008,0.7074734185193036,0.6431127660983318,-0.013257983123027796,0.6762837155445202,0.5344780736678355,-0.04680828035280511,0.6611307927080103,0.4625729570517669,-0.06700711495972969,0.653925719776669,0.39885468869595914,-0.08246998088182629,0.7458766135009559,0.6570478023709477,-0.03363695657635863,0.6335298238573848,0.654340284579509,-0.07956333784638224,0.625771007988904,0.7419418186754794,-0.08324502265533885,0.6528201976337948,0.7782772312293181,-0.07759467063320649,0.7674566504117605,0.6989114152418601,-0.05744900400372776,0.6513323983630619,0.7255164684476079,-0.09631774286563333,0.6523566732535491,0.7997581768680263,-0.07462954003665899,0.6816143026223054,0.8204754542660069,-0.053118636680615915,0.7756853077862714,0.7584947524843989,-0.0839622102275088,0.6816061876915597,0.7917855923240249,-0.1076581695192569,0.6788887542647284,0.8413676358558037,-0.09311475987369949,0.7028640199351955,0.8539258135331643,-0.07692859309750634
T,0.8141961925559573,0.3739122729058619,-3.744437294878261e-07,0.7008800887399249,0.4184761408854414,-0.006372913954153235,0.6050277898708979,0.4459382979958146,-0.03955142098237519,0.544356945488188,0.5002773489665102,-0.07813075029601653,0.5125577662278105,0.5487730042250069,-0.11803549845461492,0.5170289708508385,0.28240589797496796,-0.05196839964224233,0.40657228728135425,0.32236778680925016,-0.1057185562396491,0.3303554466477147,0.33250962418538554,-0.14134984946361295,0.2646184008982446,0.33151094367106754,-0.16932306273116005,0.5611683770462319,0.25719245578403827,-0.08044974071284135,0.4828831183689612,0.45348117252190906,-0.1420587732422131,0.5395779885627605,0.514800927705235,-0.14599388623955073,0.5739615322263153,0.4989517836107148,-0.14297991487439032,0.6157620891376778,0.27205062022915594,-0.11122002583686952,0.5588232620998665,0.4769600875399731,-0.15787299377498804,0.6137981309934899,0.4902007919218805,-0.12974643113988418,0.6392525478645608,0.43887213120857876,-0.10730891957603118,0.6725748987109573,0.3083716423975097,-0.14464442700975472,0.6335247666747482,0.4687545754843288,-0.17472820880788345,0.669420161181026,0.47430262355892744,-0.15642779389465297,0.6881786617967818,0.42513022461423167,-0.1397326922527066
T,0.26030679384157773,1.008049500366998,7.270511185359612e-08,0.34221424990230137,0.9365633775790533,-0.007299263865351104,0.390561211913351,0.8662280187247291,-0.034893808334821926,0.42497501853439545,0.8189835836963048,-0.07040776298307473,0.4363477374353106,0.7911797525390746,-0.10512831390258812,0.30839431067071266,0.6684593823220994,-0.03289638088839609,0.33490988328343346,0.5538822523658238,-0.07337040463018984,0.3444663348888594,0.4703526564297222,-0.09953513154612174,0.34307097135082126,0.40097734544958386,-0.11852909516661413,0.2626620072812315,0.6849133168894147,-0.05795878344141538,0.3832875910022902,0.6689103626542621,-0.11209284494970999,0.4037304002614248,0.7609285475715758,-0.12203411542115704,0.3810113947542887,0.8061370906375703,-0.11988398973785695,0.24003060747470176,0.7336802714400821,-0.08421239315990418,0.3635176410750737,0.7396283024360263,-0.13184404609695313,0.3722635103123529,0.8195916123333431,-0.11760547149571635,0.3442566115704794,0.848704260020029,-0.0995261034381295,0.23421538035784448,0.7984341484686684,-0.11238866884793554,0.336162613793498,0.8059356654920276,-0.13747459244988267,0.34663671633553883,0.8586364291490071,-0.12123349127137945,0.3232037221628522,0.8810842306840987,-0.10439576241113836
T,0.2577446050033337,0.38389913003619125,1.9231527777104174e-07,0.36785226798639065,0.4391974203470277,0.0005120018865033294,0.4472347681842199,0.4501210211253748,-0.02751449922031564,0.5023456952920774,0.4679570552779407,-0.06521323636946519,0.5431633824255409,0.4864528328907199,-0.10302077737159845,0.5242673998198858,0.27334548845523743,-0.0349561302672799,0.626019160340472,0.30283341276936415,-0.08107041562112366,0.6965637944093565,0.30658574903883584,-0.11127785491507228,0.7529419100866085,0.3039680893101343,-0.1322590180286547,0.4906155584062018,0.2371350901882823,-0.06485054323949464,0.5580154730052482,0.3965262689241549,-0.11874997419555013,0.5060538230872735,0.44241622948065035,-0.12561379976388884,0.46867002263301755,0.42829193269334187,-0.12344472117540313,0.4444485987105021,0.24108164288648745,-0.09582967503768641,0.5026330239889099,0.40469501890787263,-0.14285412205428613,0.45473963690967095,0.43614098793122824,-0.12569946850218425,0.423233298848315,0.41255889287809044,-0.10754741412110445,0.39486897747691085,0.2692010534972679,-0.1284424892285975,0.43610401647846875,0.39759945258861634,-0.15265863752219735,0.40938408491088124,0.42802555299386746,-0.13517701952922634,0.3865926353669748,0.4091783591886846,-0.118560739006938
T,0.5839860718529504,0.8991497980581747,-1.4792394262550243e-07,0.5823189549752184,0.8269280461040703,0.00043700081887516055,0.5899797865936348,0.7558966128675787,-0.019312384822311485,0.5955543692584511,0.7117905101260623,-0.04540332828345289,0.5997384163710449,0.6845390584554758,-0.07193221381565489,0.6451437906907486,0.6073996283718057,-0.02457184044572198,0.6465475273293417,0.5263601991238894,-0.06181769757185484,0.6480102697471241,0.47791714764930104,-0.08699847299916048,0.6488536538572999,0.4376069865785204,-0.10578726260945923,0.6527530111976572,0.6275863056784278,-0.048409282875631156,0.6067655099941803,0.6055859539422903,-0.09083781717659754,0.5887014640344156,0.6758440571862299,-0.09730123498902357,0.592876822159097,0.7085434795768412,-0.09713452135219013,0.6459164827525079,0.6731171155566568,-0.07386427919321635,0.5937390554327149,0.6613284036651388,-0.10843328216222224,0.5822584808275506,0.7207116714200458,-0.09159091893092704,0.5906759783759847,0.7428929890329773,-0.076738358135461,0.6292637218763163,0.7330965080239751,-0.10076387954859047,0.5824503441517418,0.7350083607005643,-0.12311071925796568,0.5741629860288388,0.7737191214754775,-0.11072163588392574,0.5826556577204584,0.787166883011122,-0.09846912419088111
T,0.32425840028926084,0.7668831253667241,1.2518953995959986e-07,0.40613687597215176,0.7415677698572045,-0.0006003138506635562,0.45937171213976713,0.6967375572446896,-0.0205425641581077,0.49896734661382175,0.6725737410395042,-0.04723598245080844,0.5296076177416936,0.662467193911257,-0.07353920192943643,0.43936720611932484,0.5476631757843754,-0.027575985417174903,0.4946961452293655,0.5025299138834943,-0.06068943400421868,0.5231501202544441,0.47007204758246307,-0.08175876663754815,0.5399783299830945,0.44095442006769386,-0.09725636098047961,0.4080241674395359,0.5515739162978919,-0.05126919614090382,0.49657998809024045,0.5713588925807372,-0.0922766885234286,0.49401554181847884,0.6183129245334346,-0.09961924242341648,0.47416334008069144,0.6312368406873682,-0.09944898519745987,0.38376815706167533,0.5836604791490928,-0.07545611354441423,0.4702425148419064,0.6144570475039275,-0.11115915228045829,0.46141785962264176,0.6551292166113853,-0.09979262245495034,0.43993495096978935,0.6593080001842716,-0.08726223349652212,0.36658309406155476,0.6314325514047042,-0.1007886707742253,0.43049808907444065,0.6632798689053111,-0.12023293601510965,0.42469806290920015,0.6913054840558249,-0.10844688932411373,0.40510306497225945,0.6914272193351517,-0.09718850350169383
T,0.642470796270804,0.3875436892563647,-3.43297492606935e-07,0.5392326655712995,0.4531117874112996,-0.0015698140643728854,0.457922132990577,0.4633772787722674,-0.024921065285293892,0.40699329565871845,0.4656315328045325,-0.054419529556550765,0.3798745997927406,0.4691556758501313,-0.08481865982440386,0.3850214546377009,0.30652354075150057,-0.03306981085968966,0.2861173937266523,0.33567848151380364,-0.07393776898018338,0.2215261902998794,0.33670395294373684,-0.10263174110176888,0.1641126822341572,0.33091595647009936,-0.126555106213147,0.4175334156914191,0.2758874093267051,-0.05699191885915669,0.3575777387077158,0.44137075597589664,-0.103493646024303,0.41420923241160135,0.4828351843086156,-0.10484441396864978,0.44693663662130184,0.45846706913276153,-0.10276448164473881,0.4585732040080157,0.2848466298796914,-0.08302221418443051,0.40890759920532055,0.458470520241694,-0.11818887557495725,0.4588102225552906,0.477883087775924,-0.09112833199853247,0.4868315971710465,0.44066993390971965,-0.07174281618473205,0.5019412857565013,0.3177227748388594,-0.11173158867115324,0.46433702571825547,0.45233106884089386,-0.13735715337097645,0.49742178632454437,0.46637820899486543,-0.12216594818640839,0.5195473639802499,0.43245203020897777,-0.10843142460693013
T,0.22795582620741486,0.9816963448152913,1.727087165777911e-08,0.31705640256404877,0.9087594062476964,-0.0014179613833793946,0.36286505960024795,0.8327516905673138,-0.025937366637993942,0.39793031827195896,0.78237984939055,-0.059858629359053325,0.4233398694883693,0.7486107833199687,-0.09287723086097023,0.28324257417932736,0.6374101394956763,-0.02630867771411242,0.31138926318713595,0.5215343738144095,-0.06335737109909971,0.3205036079728758,0.43551359780423055,-0.08758115028212597,0.3182184100151062,0.3637650144564641,-0.10576120493086902,0.24140838040159895,0.6560648354617032,-0.053176535269269694,0.3675585427841583,0.6355014710457294,-0.10464975228170295,0.38391822847453033,0.7240923035454441,-0.1138320378475375,0.3577087769260654,0.7679619839439145,-0.11142124883927308,0.22587605033602035,0.7051530147527719,-0.08060869659212502,0.35514238476753235,0.7029819430468919,-0.12567696599410727,0.36292444053408385,0.7823268422832736,-0.11015123056320401,0.3331838977801335,0.8130809916304303,-0.09165506945414977,0.22815090059847026,0.768389126697144,-0.1095242773654399,0.338065769378241,0.7712524436511002,-0.1324477924348472,0.34648996204524846,0.8246351050866114,-0.11514214431117108,0.3211022236130454,0.8478141786990228,-0.09802488058611944
T,0.2672126002943338,0.3653951887764148,2.906400970108558e-07,0.37085505608302444,0.42553654246365846,-0.00509924142193425,0.44156284563577,0.4455799404809724,-0.040741964861917404,0.48639558055507603,0.4688754139551476,-0.08476965349000781,0.5189695580681758,0.48718562499800727,-0.13004061535223208,0.5272856336921009,0.28366219018822286,-0.05738418788385036,0.62621481805595,0.32337264182852277,-0.1128190205946787,0.6955233031689231,0.3307991023939937,-0.14899054898032502,0.7516895245705077,0.33221128972163844,-0.1732560787627946,0.48926898114272016,0.2432257690981253,-0.08763442911318879,0.5468570879146234,0.4056983681312248,-0.14764932626441343,0.49149946712735876,0.4548101309520095,-0.15452899355719338,0.45244756474423764,0.44713364163441444,-0.1525143930382693,0.4363177457629745,0.24000507354069112,-0.11915146220308631,0.4884108615232937,0.40364054646064984,-0.17188910973161015,0.44120438163405035,0.44306994796688876,-0.1536587493410751,0.4087121701285021,0.4266771431734313,-0.13418506747528688,0.37910686900366597,0.2603953748719016,-0.15237789022833553,0.41760788224081496,0.3791978332533765,-0.18104529213994297,0.39653651516384153,0.42002416746829874,-0.16200962167844843,0.37486012469031915,0.4134010147692552,-0.14372218744968301
